"","BoardID","Date","Year","Resolution","Abundance","Date.decimal"
"2808","IA-8",2013-09-28,2013,"Weekly",224,2013.7397260274
"2819","IA-8",2013-10-05,2013,"Weekly",95,2013.75890410959
"2899","IA-8",2014-05-10,2014,"Weekly",119,2014.35342465753
"2908","IA-8",2014-05-17,2014,"Weekly",46,2014.37260273973
"2918","IA-8",2014-05-24,2014,"Weekly",789,2014.39178082192
"2930","IA-8",2014-05-31,2014,"Weekly",2670,2014.41095890411
"2951","IA-8",2014-06-07,2014,"Weekly",1873,2014.4301369863
"2970","IA-8",2014-06-14,2014,"Weekly",1587,2014.44931506849
"2991","IA-8",2014-06-21,2014,"Weekly",3331,2014.46849315068
"3013","IA-8",2014-06-28,2014,"Weekly",3388,2014.48767123288
"3034","IA-8",2014-07-05,2014,"Weekly",6954,2014.50684931507
"3055","IA-8",2014-07-12,2014,"Weekly",13642,2014.52602739726
"3076","IA-8",2014-07-19,2014,"Weekly",8341,2014.54520547945
"3101","IA-8",2014-07-26,2014,"Weekly",4357,2014.56438356164
"3124","IA-8",2014-08-02,2014,"Weekly",2348,2014.58356164384
"3147","IA-8",2014-08-09,2014,"Weekly",1084,2014.60273972603
"3169","IA-8",2014-08-16,2014,"Weekly",379,2014.62191780822
"3194","IA-8",2014-08-23,2014,"Weekly",472,2014.64109589041
"3217","IA-8",2014-08-30,2014,"Weekly",530,2014.6602739726
"3235","IA-8",2014-09-06,2014,"Weekly",905,2014.67945205479
"3253","IA-8",2014-09-13,2014,"Weekly",1540,2014.69863013699
"3269","IA-8",2014-09-20,2014,"Weekly",3354,2014.71780821918
"3283","IA-8",2014-09-27,2014,"Weekly",2486,2014.73698630137
"3295","IA-8",2014-10-04,2014,"Weekly",90,2014.75616438356
"3379","IA-8",2015-05-16,2015,"Weekly",143,2015.3698630137
"3386","IA-8",2015-05-23,2015,"Weekly",319,2015.38904109589
"3397","IA-8",2015-05-30,2015,"Weekly",585,2015.40821917808
"3415","IA-8",2015-06-06,2015,"Weekly",457,2015.42739726027
"3450","IA-8",2015-06-20,2015,"Weekly",10447,2015.46575342466
"3473","IA-8",2015-06-27,2015,"Weekly",6104,2015.48493150685
"3496","IA-8",2015-07-04,2015,"Weekly",4714,2015.50410958904
"3520","IA-8",2015-07-11,2015,"Weekly",4504,2015.52328767123
"3545","IA-8",2015-07-18,2015,"Weekly",2596,2015.54246575342
"3570","IA-8",2015-07-25,2015,"Weekly",7585,2015.56164383562
"3595","IA-8",2015-08-01,2015,"Weekly",3819,2015.58082191781
"3620","IA-8",2015-08-08,2015,"Weekly",2475,2015.6
"3645","IA-8",2015-08-15,2015,"Weekly",6243,2015.61917808219
"3670","IA-8",2015-08-22,2015,"Weekly",3202,2015.63835616438
"3693","IA-8",2015-08-29,2015,"Weekly",956,2015.65753424658
"3715","IA-8",2015-09-05,2015,"Weekly",246,2015.67671232877
"3735","IA-8",2015-09-12,2015,"Weekly",2492,2015.69589041096
"3755","IA-8",2015-09-19,2015,"Weekly",8020,2015.71506849315
"3771","IA-8",2015-09-26,2015,"Weekly",2235,2015.73424657534
"3781","IA-8",2015-10-03,2015,"Weekly",1620,2015.75342465753
"3789","IA-8",2015-10-10,2015,"Weekly",704,2015.77260273973
"3833","IA-8",2016-05-07,2016,"Weekly",35,2016.34699453552
"3837","IA-8",2016-05-14,2016,"Weekly",51,2016.36612021858
"3842","IA-8",2016-05-21,2016,"Weekly",1776,2016.38524590164
"3849","IA-8",2016-05-28,2016,"Weekly",6016,2016.4043715847
"3856","IA-8",2016-06-04,2016,"Weekly",4399,2016.42349726776
"3865","IA-8",2016-06-11,2016,"Weekly",5354,2016.44262295082
"3874","IA-8",2016-06-18,2016,"Weekly",2767,2016.46174863388
"3883","IA-8",2016-06-25,2016,"Weekly",2802,2016.48087431694
"3892","IA-8",2016-07-02,2016,"Weekly",1922,2016.5
"3896","IA-8",2016-07-09,2016,"Weekly",1877,2016.51912568306
"1060","IA-9",2009-05-23,2009,"Weekly",0,2009.38904109589
"1069","IA-9",2009-05-30,2009,"Weekly",5,2009.40821917808
"1076","IA-9",2009-06-06,2009,"Weekly",0,2009.42739726027
"1087","IA-9",2009-06-13,2009,"Weekly",3,2009.44657534247
"1098","IA-9",2009-06-20,2009,"Weekly",1,2009.46575342466
"1110","IA-9",2009-06-27,2009,"Weekly",5,2009.48493150685
"1121","IA-9",2009-07-04,2009,"Weekly",23,2009.50410958904
"1133","IA-9",2009-07-11,2009,"Weekly",7,2009.52328767123
"1145","IA-9",2009-07-18,2009,"Weekly",2,2009.54246575342
"1156","IA-9",2009-07-25,2009,"Weekly",1,2009.56164383562
"1167","IA-9",2009-08-01,2009,"Weekly",0,2009.58082191781
"1179","IA-9",2009-08-08,2009,"Weekly",3,2009.6
"1192","IA-9",2009-08-15,2009,"Weekly",3,2009.61917808219
"1204","IA-9",2009-08-22,2009,"Weekly",1,2009.63835616438
"1216","IA-9",2009-08-29,2009,"Weekly",1,2009.65753424658
"1227","IA-9",2009-09-05,2009,"Weekly",1,2009.67671232877
"1235","IA-9",2009-09-12,2009,"Weekly",0,2009.69589041096
"1243","IA-9",2009-09-19,2009,"Weekly",1,2009.71506849315
"1251","IA-9",2009-09-26,2009,"Weekly",1,2009.73424657534
"1259","IA-9",2009-10-03,2009,"Weekly",0,2009.75342465753
"1266","IA-9",2009-10-10,2009,"Weekly",0,2009.77260273973
"1273","IA-9",2009-10-17,2009,"Weekly",0,2009.79178082192
"1352","IA-9",2010-06-19,2010,"Weekly",30,2010.46301369863
"1365","IA-9",2010-06-26,2010,"Weekly",77,2010.48219178082
"1378","IA-9",2010-07-03,2010,"Weekly",46,2010.50136986301
"1389","IA-9",2010-07-10,2010,"Weekly",56,2010.52054794521
"1402","IA-9",2010-07-17,2010,"Weekly",47,2010.5397260274
"1415","IA-9",2010-07-24,2010,"Weekly",41,2010.55890410959
"1428","IA-9",2010-07-31,2010,"Weekly",8,2010.57808219178
"1441","IA-9",2010-08-07,2010,"Weekly",9,2010.59726027397
"1454","IA-9",2010-08-14,2010,"Weekly",25,2010.61643835616
"1467","IA-9",2010-08-21,2010,"Weekly",15,2010.63561643836
"1479","IA-9",2010-08-28,2010,"Weekly",7,2010.65479452055
"1491","IA-9",2010-09-04,2010,"Weekly",12,2010.67397260274
"1502","IA-9",2010-09-11,2010,"Weekly",6,2010.69315068493
"1511","IA-9",2010-09-18,2010,"Weekly",5,2010.71232876712
"1519","IA-9",2010-09-25,2010,"Weekly",1,2010.73150684932
"1526","IA-9",2010-10-02,2010,"Weekly",16,2010.75068493151
"1643","IA-9",2011-06-11,2011,"Weekly",0,2011.44109589041
"1661","IA-9",2011-06-18,2011,"Weekly",53,2011.4602739726
"1678","IA-9",2011-06-25,2011,"Weekly",53,2011.47945205479
"1696","IA-9",2011-07-02,2011,"Weekly",24,2011.49863013699
"1713","IA-9",2011-07-09,2011,"Weekly",80,2011.51780821918
"1733","IA-9",2011-07-16,2011,"Weekly",27,2011.53698630137
"1752","IA-9",2011-07-23,2011,"Weekly",33,2011.55616438356
"1772","IA-9",2011-07-30,2011,"Weekly",81,2011.57534246575
"1791","IA-9",2011-08-06,2011,"Weekly",19,2011.59452054795
"1810","IA-9",2011-08-13,2011,"Weekly",5,2011.61369863014
"1825","IA-9",2011-08-20,2011,"Weekly",12,2011.63287671233
"1843","IA-9",2011-08-27,2011,"Weekly",18,2011.65205479452
"1859","IA-9",2011-09-03,2011,"Weekly",21,2011.67123287671
"1872","IA-9",2011-09-10,2011,"Weekly",15,2011.6904109589
"1887","IA-9",2011-09-17,2011,"Weekly",13,2011.7095890411
"1902","IA-9",2011-09-24,2011,"Weekly",2,2011.72876712329
"1915","IA-9",2011-10-01,2011,"Weekly",1,2011.74794520548
"2057","IA-9",2012-06-16,2012,"Weekly",0,2012.45628415301
"2076","IA-9",2012-06-23,2012,"Weekly",0,2012.47540983607
"2095","IA-9",2012-06-30,2012,"Weekly",0,2012.49453551913
"2112","IA-9",2012-07-07,2012,"Weekly",0,2012.51366120219
"2133","IA-9",2012-07-14,2012,"Weekly",0,2012.53278688525
"2154","IA-9",2012-07-21,2012,"Weekly",0,2012.55191256831
"2176","IA-9",2012-07-28,2012,"Weekly",0,2012.57103825137
"2198","IA-9",2012-08-04,2012,"Weekly",0,2012.59016393443
"2217","IA-9",2012-08-11,2012,"Weekly",0,2012.60928961749
"2237","IA-9",2012-08-18,2012,"Weekly",0,2012.62841530055
"2258","IA-9",2012-08-25,2012,"Weekly",0,2012.64754098361
"2279","IA-9",2012-09-01,2012,"Weekly",3,2012.66666666667
"2296","IA-9",2012-09-08,2012,"Weekly",2,2012.68579234973
"2312","IA-9",2012-09-15,2012,"Weekly",0,2012.70491803279
"2325","IA-9",2012-09-22,2012,"Weekly",1,2012.72404371585
"2338","IA-9",2012-09-29,2012,"Weekly",0,2012.74316939891
"2348","IA-9",2012-10-06,2012,"Weekly",0,2012.76229508197
"2476","IA-9",2013-06-08,2013,"Weekly",0,2013.43287671233
"2497","IA-9",2013-06-15,2013,"Weekly",7,2013.45205479452
"2519","IA-9",2013-06-22,2013,"Weekly",3,2013.47123287671
"2540","IA-9",2013-06-29,2013,"Weekly",4,2013.4904109589
"2560","IA-9",2013-07-06,2013,"Weekly",1,2013.5095890411
"2583","IA-9",2013-07-13,2013,"Weekly",6,2013.52876712329
"2608","IA-9",2013-07-20,2013,"Weekly",5,2013.54794520548
"2634","IA-9",2013-07-27,2013,"Weekly",0,2013.56712328767
"2657","IA-9",2013-08-03,2013,"Weekly",1,2013.58630136986
"2681","IA-9",2013-08-10,2013,"Weekly",1,2013.60547945205
"2705","IA-9",2013-08-17,2013,"Weekly",0,2013.62465753425
"2727","IA-9",2013-08-24,2013,"Weekly",1,2013.64383561644
"2749","IA-9",2013-08-31,2013,"Weekly",5,2013.66301369863
"2764","IA-9",2013-09-07,2013,"Weekly",2,2013.68219178082
"2779","IA-9",2013-09-14,2013,"Weekly",2,2013.70136986301
"2795","IA-9",2013-09-21,2013,"Weekly",1,2013.72054794521
"2809","IA-9",2013-09-28,2013,"Weekly",0,2013.7397260274
"2931","IA-9",2014-05-31,2014,"Weekly",3,2014.41095890411
"2952","IA-9",2014-06-07,2014,"Weekly",14,2014.4301369863
"2971","IA-9",2014-06-14,2014,"Weekly",13,2014.44931506849
"2992","IA-9",2014-06-21,2014,"Weekly",46,2014.46849315068
"3014","IA-9",2014-06-28,2014,"Weekly",49,2014.48767123288
"3035","IA-9",2014-07-05,2014,"Weekly",9,2014.50684931507
"3056","IA-9",2014-07-12,2014,"Weekly",17,2014.52602739726
"3077","IA-9",2014-07-19,2014,"Weekly",6,2014.54520547945
"3102","IA-9",2014-07-26,2014,"Weekly",0,2014.56438356164
"3125","IA-9",2014-08-02,2014,"Weekly",6,2014.58356164384
"3148","IA-9",2014-08-09,2014,"Weekly",4,2014.60273972603
"3170","IA-9",2014-08-16,2014,"Weekly",10,2014.62191780822
"3195","IA-9",2014-08-23,2014,"Weekly",13,2014.64109589041
"3218","IA-9",2014-08-30,2014,"Weekly",3,2014.6602739726
"3236","IA-9",2014-09-06,2014,"Weekly",10,2014.67945205479
"3254","IA-9",2014-09-13,2014,"Weekly",4,2014.69863013699
"3270","IA-9",2014-09-20,2014,"Weekly",13,2014.71780821918
"3284","IA-9",2014-09-27,2014,"Weekly",0,2014.73698630137
"3296","IA-9",2014-10-04,2014,"Weekly",0,2014.75616438356
"3305","IA-9",2014-10-11,2014,"Weekly",0,2014.77534246575
"3314","IA-9",2014-10-18,2014,"Weekly",0,2014.79452054795
"3431","IA-9",2015-06-13,2015,"Weekly",601,2015.44657534247
"3451","IA-9",2015-06-20,2015,"Weekly",772,2015.46575342466
"3474","IA-9",2015-06-27,2015,"Weekly",391,2015.48493150685
"3497","IA-9",2015-07-04,2015,"Weekly",6,2015.50410958904
"3521","IA-9",2015-07-11,2015,"Weekly",1,2015.52328767123
"3546","IA-9",2015-07-18,2015,"Weekly",305,2015.54246575342
"3571","IA-9",2015-07-25,2015,"Weekly",80,2015.56164383562
"3596","IA-9",2015-08-01,2015,"Weekly",64,2015.58082191781
"3621","IA-9",2015-08-08,2015,"Weekly",15,2015.6
"3646","IA-9",2015-08-15,2015,"Weekly",6,2015.61917808219
"3671","IA-9",2015-08-22,2015,"Weekly",17,2015.63835616438
"3694","IA-9",2015-08-29,2015,"Weekly",15,2015.65753424658
"3716","IA-9",2015-09-05,2015,"Weekly",13,2015.67671232877
"3736","IA-9",2015-09-12,2015,"Weekly",48,2015.69589041096
"3756","IA-9",2015-09-19,2015,"Weekly",7,2015.71506849315
"3772","IA-9",2015-09-26,2015,"Weekly",19,2015.73424657534
"3782","IA-9",2015-10-03,2015,"Weekly",15,2015.75342465753
"3790","IA-9",2015-10-10,2015,"Weekly",1,2015.77260273973
"1312","ID-13",2010-05-21,2010,"Weekly",0,2010.38356164384
"1319","ID-13",2010-05-28,2010,"Weekly",0,2010.40273972603
"1327","ID-13",2010-06-04,2010,"Weekly",0,2010.42191780822
"1336","ID-13",2010-06-11,2010,"Weekly",0,2010.44109589041
"1347","ID-13",2010-06-18,2010,"Weekly",0,2010.4602739726
"1360","ID-13",2010-06-25,2010,"Weekly",0,2010.47945205479
"1373","ID-13",2010-07-02,2010,"Weekly",0,2010.49863013699
"1385","ID-13",2010-07-09,2010,"Weekly",0,2010.51780821918
"1397","ID-13",2010-07-16,2010,"Weekly",13,2010.53698630137
"1410","ID-13",2010-07-23,2010,"Weekly",36,2010.55616438356
"1423","ID-13",2010-07-30,2010,"Weekly",6,2010.57534246575
"1436","ID-13",2010-08-06,2010,"Weekly",30,2010.59452054795
"1449","ID-13",2010-08-13,2010,"Weekly",39,2010.61369863014
"1462","ID-13",2010-08-20,2010,"Weekly",20,2010.63287671233
"1474","ID-13",2010-08-27,2010,"Weekly",5,2010.65205479452
"1486","ID-13",2010-09-03,2010,"Weekly",101,2010.67123287671
"1497","ID-13",2010-09-10,2010,"Weekly",23,2010.6904109589
"1506","ID-13",2010-09-17,2010,"Weekly",30,2010.7095890411
"1514","ID-13",2010-09-24,2010,"Weekly",15,2010.72876712329
"1606","ID-13",2011-05-21,2011,"Weekly",2,2011.38356164384
"1615","ID-13",2011-05-28,2011,"Weekly",0,2011.40273972603
"1628","ID-13",2011-06-04,2011,"Weekly",0,2011.42191780822
"1644","ID-13",2011-06-11,2011,"Weekly",0,2011.44109589041
"1662","ID-13",2011-06-18,2011,"Weekly",3,2011.4602739726
"1679","ID-13",2011-06-25,2011,"Weekly",3,2011.47945205479
"1697","ID-13",2011-07-02,2011,"Weekly",5,2011.49863013699
"1714","ID-13",2011-07-09,2011,"Weekly",0,2011.51780821918
"1734","ID-13",2011-07-16,2011,"Weekly",16,2011.53698630137
"1753","ID-13",2011-07-23,2011,"Weekly",40,2011.55616438356
"1773","ID-13",2011-07-30,2011,"Weekly",31,2011.57534246575
"1792","ID-13",2011-08-06,2011,"Weekly",38,2011.59452054795
"1811","ID-13",2011-08-13,2011,"Weekly",40,2011.61369863014
"1826","ID-13",2011-08-20,2011,"Weekly",29,2011.63287671233
"1844","ID-13",2011-08-27,2011,"Weekly",62,2011.65205479452
"1860","ID-13",2011-09-03,2011,"Weekly",9,2011.67123287671
"1873","ID-13",2011-09-10,2011,"Weekly",0,2011.6904109589
"1888","ID-13",2011-09-17,2011,"Weekly",8,2011.7095890411
"1903","ID-13",2011-09-24,2011,"Weekly",0,2011.72876712329
"2006","ID-13",2012-05-21,2012,"Weekly",0,2012.38524590164
"2014","ID-13",2012-05-28,2012,"Weekly",14,2012.4043715847
"2030","ID-13",2012-06-04,2012,"Weekly",5,2012.42349726776
"2045","ID-13",2012-06-11,2012,"Weekly",3,2012.44262295082
"2063","ID-13",2012-06-18,2012,"Weekly",0,2012.46174863388
"2081","ID-13",2012-06-25,2012,"Weekly",8,2012.48087431694
"2101","ID-13",2012-07-02,2012,"Weekly",1,2012.5
"2118","ID-13",2012-07-09,2012,"Weekly",5,2012.51912568306
"2139","ID-13",2012-07-16,2012,"Weekly",12,2012.53825136612
"2160","ID-13",2012-07-23,2012,"Weekly",16,2012.55737704918
"2182","ID-13",2012-07-30,2012,"Weekly",23,2012.57650273224
"2203","ID-13",2012-08-06,2012,"Weekly",21,2012.5956284153
"2222","ID-13",2012-08-13,2012,"Weekly",92,2012.61475409836
"2242","ID-13",2012-08-20,2012,"Weekly",41,2012.63387978142
"2262","ID-13",2012-08-27,2012,"Weekly",17,2012.65300546448
"2282","ID-13",2012-09-03,2012,"Weekly",49,2012.67213114754
"2300","ID-13",2012-09-10,2012,"Weekly",41,2012.6912568306
"2316","ID-13",2012-09-17,2012,"Weekly",11,2012.71038251366
"2329","ID-13",2012-09-24,2012,"Weekly",3,2012.72950819672
"2342","ID-13",2012-10-01,2012,"Weekly",4,2012.74863387978
"2439","ID-13",2013-05-21,2013,"Weekly",0,2013.38356164384
"2447","ID-13",2013-05-28,2013,"Weekly",1,2013.40273972603
"2466","ID-13",2013-06-04,2013,"Weekly",0,2013.42191780822
"2486","ID-13",2013-06-11,2013,"Weekly",0,2013.44109589041
"2507","ID-13",2013-06-18,2013,"Weekly",3,2013.4602739726
"2529","ID-13",2013-06-25,2013,"Weekly",3,2013.47945205479
"2550","ID-13",2013-07-02,2013,"Weekly",0,2013.49863013699
"2570","ID-13",2013-07-09,2013,"Weekly",3,2013.51780821918
"2593","ID-13",2013-07-16,2013,"Weekly",18,2013.53698630137
"2618","ID-13",2013-07-23,2013,"Weekly",8,2013.55616438356
"2644","ID-13",2013-07-30,2013,"Weekly",9,2013.57534246575
"2667","ID-13",2013-08-06,2013,"Weekly",12,2013.59452054795
"2691","ID-13",2013-08-13,2013,"Weekly",3,2013.61369863014
"2714","ID-13",2013-08-20,2013,"Weekly",2,2013.63287671233
"2737","ID-13",2013-08-27,2013,"Weekly",0,2013.65205479452
"2754","ID-13",2013-09-03,2013,"Weekly",3,2013.67123287671
"2771","ID-13",2013-09-10,2013,"Weekly",0,2013.6904109589
"2785","ID-13",2013-09-17,2013,"Weekly",12,2013.7095890411
"2801","ID-13",2013-09-24,2013,"Weekly",3,2013.72876712329
"2419","IL-2",2013-05-03,2013,"Weekly",0,2013.33424657534
"2423","IL-2",2013-05-10,2013,"Weekly",0,2013.35342465753
"2431","IL-2",2013-05-17,2013,"Weekly",0,2013.37260273973
"2441","IL-2",2013-05-24,2013,"Weekly",0,2013.39178082192
"2451","IL-2",2013-05-31,2013,"Weekly",0,2013.41095890411
"2470","IL-2",2013-06-07,2013,"Weekly",0,2013.4301369863
"2491","IL-2",2013-06-14,2013,"Weekly",0,2013.44931506849
"2513","IL-2",2013-06-21,2013,"Weekly",209,2013.46849315068
"2534","IL-2",2013-06-28,2013,"Weekly",269,2013.48767123288
"2554","IL-2",2013-07-05,2013,"Weekly",269,2013.50684931507
"2576","IL-2",2013-07-12,2013,"Weekly",627,2013.52602739726
"2601","IL-2",2013-07-19,2013,"Weekly",1612,2013.54520547945
"2626","IL-2",2013-07-26,2013,"Weekly",2925,2013.56438356164
"2651","IL-2",2013-08-02,2013,"Weekly",2000,2013.58356164384
"2674","IL-2",2013-08-09,2013,"Weekly",1821,2013.60273972603
"2698","IL-2",2013-08-16,2013,"Weekly",7731,2013.62191780822
"2720","IL-2",2013-08-23,2013,"Weekly",7313,2013.64109589041
"2743","IL-2",2013-08-30,2013,"Weekly",11134,2013.6602739726
"2758","IL-2",2013-09-06,2013,"Weekly",12418,2013.67945205479
"2773","IL-2",2013-09-13,2013,"Weekly",13194,2013.69863013699
"2789","IL-2",2013-09-20,2013,"Weekly",6119,2013.71780821918
"2803","IL-2",2013-09-27,2013,"Weekly",3403,2013.73698630137
"2815","IL-2",2013-10-04,2013,"Weekly",6597,2013.75616438356
"2893","IL-2",2014-05-02,2014,"Weekly",0,2014.33150684932
"2898","IL-2",2014-05-09,2014,"Weekly",0,2014.35068493151
"2907","IL-2",2014-05-16,2014,"Weekly",0,2014.3698630137
"2917","IL-2",2014-05-23,2014,"Weekly",0,2014.38904109589
"2928","IL-2",2014-05-30,2014,"Weekly",0,2014.40821917808
"2947","IL-2",2014-06-06,2014,"Weekly",0,2014.42739726027
"2966","IL-2",2014-06-13,2014,"Weekly",0,2014.44657534247
"2987","IL-2",2014-06-20,2014,"Weekly",909,2014.46575342466
"3008","IL-2",2014-06-27,2014,"Weekly",477,2014.48493150685
"3030","IL-2",2014-07-04,2014,"Weekly",818,2014.50410958904
"3051","IL-2",2014-07-11,2014,"Weekly",841,2014.52328767123
"3072","IL-2",2014-07-18,2014,"Weekly",909,2014.54246575342
"3096","IL-2",2014-07-25,2014,"Weekly",409,2014.56164383562
"3119","IL-2",2014-08-01,2014,"Weekly",1750,2014.58082191781
"3142","IL-2",2014-08-08,2014,"Weekly",2432,2014.6
"3164","IL-2",2014-08-15,2014,"Weekly",3432,2014.61917808219
"3189","IL-2",2014-08-22,2014,"Weekly",4295,2014.63835616438
"3212","IL-2",2014-08-29,2014,"Weekly",4386,2014.65753424658
"3230","IL-2",2014-09-05,2014,"Weekly",9114,2014.67671232877
"3249","IL-2",2014-09-12,2014,"Weekly",6818,2014.69589041096
"3265","IL-2",2014-09-19,2014,"Weekly",5364,2014.71506849315
"3279","IL-2",2014-09-26,2014,"Weekly",0,2014.73424657534
"3291","IL-2",2014-10-03,2014,"Weekly",0,2014.75342465753
"3370","IL-2",2015-05-08,2015,"Weekly",0,2015.34794520548
"3378","IL-2",2015-05-15,2015,"Weekly",12,2015.36712328767
"3385","IL-2",2015-05-22,2015,"Weekly",19,2015.38630136986
"3395","IL-2",2015-05-29,2015,"Weekly",20,2015.40547945205
"3411","IL-2",2015-06-05,2015,"Weekly",16,2015.42465753425
"3427","IL-2",2015-06-12,2015,"Weekly",26,2015.44383561644
"3446","IL-2",2015-06-19,2015,"Weekly",19,2015.46301369863
"3468","IL-2",2015-06-26,2015,"Weekly",28,2015.48219178082
"3492","IL-2",2015-07-03,2015,"Weekly",26,2015.50136986301
"3515","IL-2",2015-07-10,2015,"Weekly",63,2015.52054794521
"3540","IL-2",2015-07-17,2015,"Weekly",52,2015.5397260274
"3565","IL-2",2015-07-24,2015,"Weekly",51,2015.55890410959
"3590","IL-2",2015-07-31,2015,"Weekly",94,2015.57808219178
"3615","IL-2",2015-08-07,2015,"Weekly",73,2015.59726027397
"3640","IL-2",2015-08-14,2015,"Weekly",69,2015.61643835616
"3665","IL-2",2015-08-21,2015,"Weekly",94,2015.63561643836
"3688","IL-2",2015-08-28,2015,"Weekly",51,2015.65479452055
"3710","IL-2",2015-09-04,2015,"Weekly",51,2015.67397260274
"3730","IL-2",2015-09-11,2015,"Weekly",41,2015.69315068493
"3750","IL-2",2015-09-18,2015,"Weekly",27,2015.71232876712
"3767","IL-2",2015-09-25,2015,"Weekly",5,2015.73150684932
"1","IL-3",2011-05-01,2011,"Daily",0.944647,2011.32876712329
"2","IL-3",2011-05-02,2011,"Daily",0.597449,2011.33150684932
"3","IL-3",2011-05-03,2011,"Daily",0.486895,2011.33424657534
"4","IL-3",2011-05-04,2011,"Daily",0.408076,2011.33698630137
"5","IL-3",2011-05-05,2011,"Daily",0.329257,2011.3397260274
"6","IL-3",2011-05-06,2011,"Daily",0.274848,2011.34246575342
"7","IL-3",2011-05-07,2011,"Daily",2.026211,2011.34520547945
"8","IL-3",2011-05-08,2011,"Daily",9.539954,2011.34794520548
"9","IL-3",2011-05-09,2011,"Daily",15.878699,2011.35068493151
"10","IL-3",2011-05-10,2011,"Daily",23.593728,2011.35342465753
"11","IL-3",2011-05-11,2011,"Daily",32.37091,2011.35616438356
"12","IL-3",2011-05-12,2011,"Daily",42.880757,2011.35890410959
"13","IL-3",2011-05-13,2011,"Daily",41.17544,2011.36164383562
"14","IL-3",2011-05-14,2011,"Daily",40.964977,2011.36438356164
"15","IL-3",2011-05-15,2011,"Daily",53.026354,2011.36712328767
"16","IL-3",2011-05-16,2011,"Daily",44.290893,2011.3698630137
"17","IL-3",2011-05-17,2011,"Daily",33.788367,2011.37260273973
"18","IL-3",2011-05-18,2011,"Daily",21.964276,2011.37534246575
"19","IL-3",2011-05-19,2011,"Daily",12.23044,2011.37808219178
"20","IL-3",2011-05-20,2011,"Daily",18.947197,2011.38082191781
"21","IL-3",2011-05-21,2011,"Daily",29.786235,2011.38356164384
"22","IL-3",2011-05-22,2011,"Daily",36.230755,2011.38630136986
"23","IL-3",2011-05-23,2011,"Daily",39.104678,2011.38904109589
"24","IL-3",2011-05-24,2011,"Daily",41.116751,2011.39178082192
"25","IL-3",2011-05-25,2011,"Daily",42.095726,2011.39452054795
"26","IL-3",2011-05-26,2011,"Daily",47.209136,2011.39726027397
"27","IL-3",2011-05-27,2011,"Daily",51.1028,2011.4
"28","IL-3",2011-05-28,2011,"Daily",52.304083,2011.40273972603
"29","IL-3",2011-05-29,2011,"Daily",40.189982,2011.40547945205
"30","IL-3",2011-05-30,2011,"Daily",32.916194,2011.40821917808
"31","IL-3",2011-05-31,2011,"Daily",26.629011,2011.41095890411
"32","IL-3",2011-06-01,2011,"Daily",24.545513,2011.41369863014
"33","IL-3",2011-06-02,2011,"Daily",42.783064,2011.41643835616
